id,image_id,category_id,bbox,area,iscrowd,name
82692,506310,44,"[32.37, 86.12, 54.27, 133.33]",5728.017,0,bottle
82960,173302,44,"[573.46, 223.63, 8.42, 24.28]",148.3812,0,bottle
83100,491216,44,"[323.54, 572.77, 27.34, 67.23]",1316.87825,0,bottle
83117,419974,44,"[63.85, 234.5, 12.5, 35.16]",266.1268,0,bottle
83267,266206,44,"[262.68, 283.13, 24.47, 45.11]",646.9044,0,bottle
83361,354072,44,"[51.49, 284.99, 19.03, 42.68]",583.9967,0,bottle
83647,523100,44,"[185.76, 119.78, 27.16, 48.05]",869.78205,0,bottle
83689,61471,44,"[181.23, 86.28, 27.44, 73.53]",1440.65125,0,bottle
83951,62025,44,"[192.77, 280.24, 9.84, 24.0]",187.92,0,bottle
84025,84241,44,"[434.0, 38.54, 21.59, 61.31]",948.21875,0,bottle
84174,569917,44,"[161.16, 316.74, 40.71, 90.51]",1261.2743,0,bottle
84389,547816,44,"[88.26, 409.12, 11.52, 34.06]",343.0645,0,bottle
84680,222825,44,"[173.15, 346.83, 12.33, 37.12]",399.13245,0,bottle
84751,74209,44,"[171.43, 197.48, 9.95, 26.31]",221.28245,0,bottle
84950,239627,44,"[389.58, 0.02, 75.05, 111.92]",6139.91565,0,bottle
85117,74209,44,"[163.04, 193.97, 7.54, 29.07]",164.47675,0,bottle
85342,239627,44,"[464.65, 0.98, 89.07, 105.6]",5106.15225,0,bottle
85583,195165,44,"[376.09, 243.88, 18.58, 45.79]",672.7509,0,bottle
85593,302760,44,"[214.56, 110.55, 25.53, 79.69]",1383.83335,0,bottle
85826,492878,44,"[53.54, 337.71, 67.7, 116.82]",5077.06155,0,bottle
85833,186632,44,"[412.89, 388.41, 27.33, 51.26]",837.36455,0,bottle
86180,175364,44,"[240.6, 57.91, 15.1, 34.63]",371.52275,0,bottle
86367,173302,44,"[594.28, 231.74, 6.72, 13.42]",75.2328,0,bottle
86538,506310,44,"[2.87, 273.28, 89.98, 141.67]",8074.2548,0,bottle
86642,173302,44,"[435.32, 178.03, 7.49, 13.86]",91.80415,0,bottle
86871,435880,44,"[460.05, 90.36, 19.89, 45.26]",576.1847,0,bottle
86953,438774,44,"[12.46, 158.67, 16.56, 50.93]",585.1373,0,bottle
87421,351362,44,"[392.24, 388.66, 17.4, 34.41]",431.481,0,bottle
87649,90108,44,"[214.42, 224.25, 15.94, 32.34]",349.9041,0,bottle
87679,175364,44,"[232.87, 116.4, 12.1, 26.49]",253.7561,0,bottle
87722,485424,44,"[377.21, 304.81, 39.43, 81.22]",2463.14485,0,bottle
87864,530836,44,"[341.01, 279.53, 17.77, 35.92]",538.3631,0,bottle
88275,447169,44,"[71.3, 0.0, 16.05, 43.93]",496.17155,0,bottle
88347,523100,44,"[153.77, 86.61, 33.36, 91.69]",1904.3808,0,bottle
88497,177934,44,"[571.23, 283.43, 9.66, 24.6]",185.00235,0,bottle
88540,284623,44,"[176.36, 148.36, 47.71, 69.13]",1818.5901,0,bottle
88676,40471,44,"[302.98, 325.68, 5.98, 13.65]",71.6988,0,bottle
88785,7574,44,"[501.24, 306.49, 31.96, 82.64]",2039.87725,0,bottle
89267,40471,44,"[309.15, 323.63, 8.76, 15.88]",122.68195,0,bottle
89346,195165,44,"[344.44, 186.35, 9.1, 43.94]",327.2178,0,bottle
89742,455597,44,"[466.01, 159.6, 26.99, 47.93]",680.032,0,bottle
89757,557172,44,"[493.52, 310.8, 9.49, 27.74]",208.62485,0,bottle
90223,425226,44,"[286.47, 0.67, 18.57, 49.72]",522.5802,0,bottle
90507,227044,44,"[7.65, 0.63, 66.7, 44.17]",2707.4458,0,bottle
90520,306733,44,"[571.56, 322.61, 16.42, 40.37]",534.1979,0,bottle
90774,62025,44,"[224.48, 280.45, 7.26, 22.7]",109.20515,0,bottle
90797,47121,44,"[77.64, 106.41, 59.08, 145.51]",6185.7349,0,bottle
90913,7574,44,"[483.34, 299.06, 27.3, 82.41]",1359.041,0,bottle
91059,308799,44,"[243.36, 224.27, 9.9, 30.64]",252.97485,0,bottle
91162,292005,44,"[219.43, 454.47, 17.73, 49.29]",752.25925,0,bottle
91192,229358,44,"[198.7, 75.65, 17.09, 43.3]",528.7435,0,bottle
91235,292005,44,"[201.81, 453.48, 18.84, 54.86]",806.1214,0,bottle
91660,306733,44,"[96.0, 362.42, 40.27, 63.0]",1841.0265,0,bottle
91994,197796,44,"[282.1, 61.41, 22.37, 107.84]",1675.92785,0,bottle
92010,302760,44,"[426.31, 262.52, 54.39, 112.48]",4410.5434,0,bottle
92109,455597,44,"[531.66, 162.29, 31.75, 48.86]",1285.2313,0,bottle
92265,40471,44,"[317.95, 319.61, 9.25, 20.51]",165.00065,0,bottle
92275,210855,44,"[357.51, 233.52, 13.47, 36.74]",361.29425,0,bottle
92397,491216,44,"[306.92, 191.31, 17.9, 52.3]",394.2062,0,bottle
92633,308799,44,"[222.06, 233.4, 8.96, 22.2]",145.097,0,bottle
92641,34760,44,"[193.98, 299.56, 12.5, 29.47]",270.38085,0,bottle
92724,45229,44,"[59.13, 189.49, 12.7, 30.49]",253.8582,0,bottle
93122,197796,44,"[312.48, 57.63, 24.95, 98.33]",1280.36395,0,bottle
93409,229311,44,"[365.15, 198.84, 19.94, 64.28]",781.00325,0,bottle
93463,241602,44,"[545.35, 224.3, 6.8, 29.47]",163.35445,0,bottle
93623,241602,44,"[539.35, 224.0, 8.22, 29.18]",161.48055,0,bottle
93835,425226,44,"[230.87, 4.37, 18.75, 49.34]",695.67565,0,bottle
94226,197796,44,"[116.33, 120.66, 36.93, 85.89]",1890.7372,0,bottle
94370,308799,44,"[253.48, 235.43, 8.44, 22.87]",160.6198,0,bottle
94708,210855,44,"[345.94, 235.71, 13.76, 35.54]",403.13505,0,bottle
94723,308799,44,"[222.57, 224.56, 6.44, 14.53]",63.4677,0,bottle
95194,40471,44,"[326.96, 316.7, 11.8, 23.61]",243.27295,0,bottle
95246,442009,44,"[13.19, 182.04, 13.55, 25.87]",239.18635,0,bottle
95923,51598,44,"[100.66, 319.13, 14.95, 27.29]",224.7123,0,bottle
96220,109976,44,"[177.26, 143.85, 12.52, 35.21]",290.70115,0,bottle
96894,109976,44,"[172.05, 154.36, 7.04, 23.67]",122.77055,0,bottle
98245,555050,63,"[470.47, 201.71, 29.53, 35.94]",816.5232,0,couch
100906,186980,62,"[45.42, 287.66, 196.82, 344.08]",40114.03805,0,chair
100948,37777,62,"[26.5, 215.25, 61.5, 14.5]",546.375,0,chair
100995,419974,62,"[176.62, 307.13, 16.0, 55.66]",518.1605,0,chair
101212,555050,62,"[339.64, 201.11, 18.76, 31.1]",348.63455,0,chair
101248,555050,62,"[358.25, 200.89, 19.02, 30.53]",379.1339,0,chair
101280,575970,62,"[278.11, 314.78, 106.1, 159.66]",10850.27245,0,chair
101424,186980,62,"[233.23, 262.85, 124.95, 256.83]",8773.19305,0,chair
101686,441247,62,"[221.7, 220.73, 79.65, 127.0]",5890.58215,0,chair
101996,136355,62,"[362.44, 235.86, 44.27, 185.38]",2495.0502,0,chair
102047,93437,62,"[432.45, 169.84, 68.31, 91.44]",2420.9984,0,chair
102453,37777,62,"[116.5, 189.57, 50.0, 25.5]",394.875,0,chair
102658,440475,62,"[293.22, 306.6, 113.62, 79.72]",6759.6172,0,chair
103159,136355,62,"[46.11, 254.31, 94.99, 166.93]",5236.6247,0,chair
103990,555050,62,"[317.85, 200.82, 23.54, 30.47]",308.78575,0,chair
104284,136355,62,"[180.68, 223.58, 29.9, 39.88]",523.44215,0,chair
104406,441247,62,"[290.65, 202.01, 53.58, 125.34]",2056.44595,0,chair
104434,525083,62,"[224.52, 226.91, 71.41, 79.78]",3745.92985,0,chair
105325,555050,62,"[470.9, 202.98, 29.1, 33.84]",741.1623,0,chair
105597,107087,62,"[101.23, 0.0, 389.27, 393.87]",73242.1946,0,chair
105708,435003,62,"[235.17, 192.52, 404.83, 229.64]",33587.4544,0,chair
105773,525083,62,"[305.12, 227.59, 33.26, 30.85]",871.86015,0,chair
105777,68833,62,"[405.97, 275.39, 96.7, 161.41]",9504.70475,0,chair
105814,555050,62,"[344.88, 171.62, 17.24, 31.84]",372.5847,0,chair
106130,17899,62,"[4.12, 318.08, 127.73, 122.23]",6017.466,0,chair
106396,93437,62,"[40.31, 204.26, 59.08, 99.95]",2091.56235,0,chair
106490,441247,62,"[25.64, 283.66, 198.72, 134.62]",19001.75895,0,chair
106936,274687,62,"[413.4, 0.0, 157.76, 253.69]",17895.6844,0,chair
106956,221708,62,"[373.0, 266.64, 93.39, 179.0]",6206.77985,0,chair
107078,221708,62,"[270.75, 265.14, 113.28, 207.04]",14468.3022,0,chair
108130,93437,62,"[0.0, 178.56, 26.4, 122.66]",2159.2917,0,chair
108544,17899,62,"[125.06, 256.38, 68.78, 107.12]",2208.5101,0,chair
108730,221708,62,"[210.25, 255.88, 75.42, 168.56]",5568.45435,0,chair
109744,575970,62,"[428.39, 316.39, 119.74, 149.67]",11264.5821,0,chair
109926,575970,62,"[544.97, 309.7, 95.03, 158.61]",8438.6766,0,chair
110241,216497,62,"[333.79, 253.44, 68.44, 133.73]",3926.15025,0,chair
111317,458768,63,"[48.65, 252.15, 156.72, 96.3]",10542.7993,0,couch
111488,555050,63,"[386.17, 199.17, 72.82, 33.54]",1564.24385,0,couch
111496,216497,63,"[0.0, 259.11, 118.2, 179.88]",17329.87445,0,couch
111942,554291,63,"[443.81, 38.89, 196.19, 201.14]",29785.47515,0,couch
112811,170099,63,"[306.7, 247.82, 300.54, 225.67]",55950.19845,0,couch
113570,543047,63,"[0.0, 249.31, 209.18, 223.34]",33979.4265,0,couch
113621,543047,63,"[455.73, 235.51, 182.81, 244.16]",31684.64615,0,couch
114721,512476,63,"[483.37, 183.17, 155.07, 206.55]",21884.26765,0,couch
115035,441247,63,"[526.12, 189.66, 113.88, 228.87]",17141.2057,0,couch
115207,472046,63,"[286.51, 228.65, 187.27, 84.17]",10490.35425,0,couch
115472,440475,63,"[463.44, 250.69, 124.63, 89.9]",4667.65895,0,couch
116550,555050,63,"[419.35, 172.03, 37.76, 32.75]",752.87485,0,couch
118000,216497,67,"[325.82, 238.56, 269.3, 213.79]",25851.65115,0,dining table
118013,419974,67,"[94.76, 264.52, 330.99, 365.32]",75889.23275,0,dining table
118216,529568,67,"[0.0, 426.95, 229.86, 203.97]",31272.55225,0,dining table
118390,440475,67,"[211.81, 274.9, 293.2, 134.27]",12883.22735,0,dining table
118892,186980,67,"[15.02, 305.88, 398.13, 323.0]",45586.01945,0,dining table
119239,221708,67,"[239.54, 263.8, 205.7, 71.31]",3795.8158,0,dining table
119334,17899,67,"[0.0, 279.53, 480.0, 352.53]",136955.7563,0,dining table
119568,397133,67,"[1.0, 240.24, 346.63, 186.76]",54085.6217,0,dining table
120305,37777,67,"[79.55, 178.05, 208.36, 48.7]",6174.067,0,dining table
121278,419974,67,"[112.11, 261.4, 82.16, 89.09]",2490.5746,0,dining table
122864,182611,67,"[0.0, 265.91, 478.11, 364.63]",112638.2406,0,dining table
123110,136355,67,"[74.35, 249.17, 313.47, 172.81]",31661.37445,0,dining table
123238,405432,67,"[1.77, 0.44, 498.23, 374.56]",183804.8575,0,dining table
123498,575970,67,"[237.25, 257.38, 401.64, 182.82]",39406.31635,0,dining table
123554,525083,67,"[411.88, 342.35, 203.94, 85.65]",15813.65725,0,dining table
123804,554291,67,"[3.02, 233.89, 636.98, 194.11]",47657.62315,0,dining table
124364,127987,72,"[310.0, 40.0, 226.0, 194.0]",29845.5,0,tv
124742,45596,2,"[161.52, 507.18, 46.45, 19.16]",426.91205,0,bicycle
124800,259830,2,"[267.73, 444.52, 93.91, 123.98]",5510.0601,0,bicycle
124925,426166,2,"[105.67, 172.78, 149.93, 123.52]",6310.4634,0,bicycle
124978,309391,2,"[423.92, 198.7, 28.75, 20.4]",334.55225,0,bicycle
125049,101762,2,"[41.51, 0.0, 472.89, 344.8]",130867.7056,0,bicycle
125105,357737,2,"[45.42, 136.26, 362.32, 329.29]",58148.9435,0,bicycle
125183,274687,2,"[2.06, 104.26, 637.94, 370.58]",142767.8186,0,bicycle
125187,251140,2,"[172.26, 279.58, 181.32, 185.37]",17359.3584,0,bicycle
125303,370208,2,"[62.9, 107.26, 380.65, 228.22]",49338.20665,0,bicycle
125514,55022,2,"[25.74, 145.92, 309.68, 494.08]",53997.26195,0,bicycle
125639,135670,2,"[196.77, 199.69, 105.06, 173.58]",10321.55855,0,bicycle
125686,242287,2,"[19.23, 383.18, 314.5, 244.46]",42061.8034,0,bicycle
125737,87038,2,"[253.21, 271.07, 59.59, 60.97]",1391.42695,0,bicycle
125809,251140,2,"[182.04, 208.36, 33.28, 107.98]",2613.337,0,bicycle
125845,577932,2,"[304.48, 358.19, 37.0, 132.57]",2773.94115,0,bicycle
126309,356387,2,"[45.29, 262.82, 183.32, 69.02]",2495.4966,0,bicycle
126551,122166,2,"[87.82, 357.95, 42.33, 103.51]",2908.7486,0,bicycle
126632,441586,2,"[30.16, 151.72, 202.9, 135.27]",11828.58405,0,bicycle
126642,228436,2,"[112.3, 170.65, 444.07, 310.98]",75545.35185,0,bicycle
126643,11149,2,"[198.32, 91.17, 224.63, 181.19]",23082.81575,0,bicycle
126658,256941,2,"[107.77, 226.03, 174.59, 273.97]",9237.72995,0,bicycle
126838,70774,2,"[261.38, 173.6, 245.42, 50.05]",5824.0918,0,bicycle
127044,414510,2,"[147.2, 391.97, 277.35, 91.27]",14098.1562,0,bicycle
127103,424162,2,"[305.56, 230.39, 117.12, 243.94]",10920.42915,0,bicycle
127213,210273,2,"[467.67, 178.52, 34.79, 17.27]",192.48605,0,bicycle
127226,507037,2,"[360.5, 313.09, 178.41, 121.84]",9755.2765,0,bicycle
127339,350122,2,"[347.19, 373.51, 68.68, 101.97]",3673.41585,0,bicycle
127567,55022,2,"[134.33, 165.32, 183.54, 187.16]",5522.4575,0,bicycle
127622,38829,2,"[99.17, 208.68, 184.58, 202.94]",15079.6433,0,bicycle
127773,424162,2,"[481.77, 240.8, 114.51, 239.48]",12745.64705,0,bicycle
127813,403565,2,"[39.1, 318.71, 318.69, 213.48]",34817.8576,0,bicycle
127878,109055,2,"[2.06, 2.06, 637.6, 471.76]",271179.0443,0,bicycle
127960,424162,2,"[372.16, 257.65, 78.18, 190.49]",3119.99345,0,bicycle
128094,570834,2,"[275.61, 269.25, 80.52, 148.64]",5765.1951,0,bicycle
128189,174482,2,"[187.74, 5.84, 310.4, 380.49]",71436.89385,0,bicycle
